@relation jAudio
@ATTRIBUTE "Spectral Centroid0" NUMERIC
@ATTRIBUTE "Spectral Rolloff Point0" NUMERIC
@ATTRIBUTE "Spectral Flux0" NUMERIC
@ATTRIBUTE "Compactness0" NUMERIC
@ATTRIBUTE "Spectral Variability0" NUMERIC
@ATTRIBUTE "Root Mean Square0" NUMERIC
@ATTRIBUTE "Fraction Of Low Energy Windows0" NUMERIC
@ATTRIBUTE "Zero Crossings0" NUMERIC
@ATTRIBUTE "Strongest Beat0" NUMERIC
@ATTRIBUTE "Beat Sum0" NUMERIC
@ATTRIBUTE "Strength Of Strongest Beat0" NUMERIC
@ATTRIBUTE "LPC0" NUMERIC
@ATTRIBUTE "LPC1" NUMERIC
@ATTRIBUTE "LPC2" NUMERIC
@ATTRIBUTE "LPC3" NUMERIC
@ATTRIBUTE "LPC4" NUMERIC
@ATTRIBUTE "LPC5" NUMERIC
@ATTRIBUTE "LPC6" NUMERIC
@ATTRIBUTE "LPC7" NUMERIC
@ATTRIBUTE "LPC8" NUMERIC
@ATTRIBUTE "LPC9" NUMERIC
@ATTRIBUTE "Method of Moments0" NUMERIC
@ATTRIBUTE "Method of Moments1" NUMERIC
@ATTRIBUTE "Method of Moments2" NUMERIC
@ATTRIBUTE "Method of Moments3" NUMERIC
@ATTRIBUTE "Method of Moments4" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs0" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs1" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs2" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs3" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs4" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs5" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs6" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs7" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs8" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs9" NUMERIC

@DATA
6.627E1,6.016E-1,1.14E-6,1.852E3,6.68E-5,3.69E-3,5.6E-1,1.6E2,?,?,?,-5.247E-1,1.779E-2,-2.411E-1,7.692E-2,-2.065E-1,-2.944E-2,1.688E-1,-6.112E-3,-5.763E-4,0E0,2.033E-2,9.598E1,4.947E3,1.395E5,4.849E7,-1.798E3,9.132E2,4.349E0,-8.282E5,-3.954E3,3.999E1,1.507E9,3.277E4,1.56E2,1.175E2
9.126E1,6.055E-1,1.248E-6,1.385E3,4.54E-5,3.077E-3,5.7E-1,1.64E2,?,?,?,-4.605E-1,1.413E-1,-1.234E-1,-7.668E-2,-1.925E-1,-8.942E-2,3.807E-2,4.42E-2,-4.684E-2,0E0,1.706E-2,1.054E2,4.58E3,1.18E5,4.535E7,-1.809E3,9.177E2,4.548E0,-8.364E5,-4.155E3,4.005E1,1.53E9,3.459E4,1.714E2,9.909E1
4.514E1,3.945E-1,1.639E-6,1.335E3,8.114E-5,3.893E-3,5.7E-1,1.31E2,?,?,?,-6.722E-1,9.441E-2,-2.718E-1,-1.436E-1,-2.057E-1,-1.212E-1,1.359E-1,-3.3E-2,-7.19E-2,0E0,1.957E-2,8.771E1,4.96E3,1.999E5,5.697E7,-1.813E3,9.222E2,4.767E0,-8.446E5,-4.376E3,4.005E1,1.552E9,3.637E4,1.88E2,7.87E1
7.062E1,4.922E-1,1.086E-6,1.789E3,5.311E-5,3.276E-3,5.8E-1,1.57E2,?,?,?,-5.452E-1,2.31E-1,-9.495E-2,-1.826E-1,-1.142E-1,-1.155E-1,1.32E-1,-7.253E-2,-5.557E-2,0E0,1.738E-2,9.593E1,5.063E3,2.089E5,5.977E7,-1.814E3,9.267E2,4.986E0,-8.529E5,-4.6E3,3.995E1,1.575E9,3.83E4,2.061E2,5.87E1
6.696E1,5.43E-1,8.178E-7,1.5E3,5.575E-5,3.281E-3,5.8E-1,1.44E2,?,?,?,-6.157E-1,1.148E-1,-1.883E-1,-5.549E-2,-1.768E-1,-1.007E-1,9.935E-2,-4.397E-2,-4.491E-2,0E0,1.742E-2,9.852E1,4.875E3,1.404E5,5.168E7,-1.813E3,9.312E2,5.182E0,-8.613E5,-4.803E3,3.985E1,1.599E9,4.043E4,2.25E2,4.12E1
8.032E1,5.938E-1,8.831E-7,1.69E3,4.694E-5,3.304E-3,5.9E-1,1.64E2,?,?,?,-5.281E-1,8.956E-2,-1.805E-1,-1.276E-1,-1.393E-1,-1.021E-1,1.818E-1,5.203E-2,4.59E-4,0E0,1.741E-2,1.015E2,4.961E3,1.547E5,5.333E7,-1.826E3,9.357E2,5.409E0,-8.697E5,-5.038E3,3.955E1,1.622E9,4.268E4,2.467E2,2.165E1
8.224E1,5.977E-1,8.077E-7,1.367E3,4.663E-5,3.211E-3,6E-1,1.74E2,?,?,?,-5.127E-1,1.051E-1,-9.044E-2,6.955E-3,-1.787E-1,-1.065E-1,1.022E-1,1.081E-2,5.414E-3,0E0,1.796E-2,1.024E2,4.803E3,1.444E5,4.931E7,-1.831E3,9.402E2,5.642E0,-8.781E5,-5.28E3,3.905E1,1.646E9,4.512E4,2.707E2,1.881E0
4.659E1,4.57E-1,1.222E-6,1.444E3,7.182E-5,3.554E-3,5.9E-1,1.39E2,?,?,?,-6.284E-1,7.591E-2,-2.519E-1,-1.259E-1,-1.978E-1,-1.43E-1,6.216E-2,-9.481E-2,4.766E-3,0E0,1.725E-2,9.123E1,5.206E3,1.725E5,5.655E7,-1.805E3,9.447E2,5.805E0,-8.865E5,-5.46E3,3.874E1,1.669E9,4.665E4,2.867E2,-1.168E1
5.473E1,4.766E-1,7.048E-7,1.386E3,6.02E-5,3.488E-3,5.9E-1,1.53E2,?,?,?,-6.305E-1,4.375E-2,-1.745E-1,-1.277E-1,-1.456E-1,-6.159E-2,2.326E-2,-1.738E-2,-1.029E-1,0E0,1.741E-2,9.379E1,5.323E3,1.891E5,5.952E7,-1.808E3,9.492E2,5.969E0,-8.949E5,-5.64E3,3.827E1,1.693E9,4.838E4,3.043E2,-2.472E1
6.71E1,4.766E-1,9.495E-7,1.625E3,5.013E-5,3.425E-3,5.9E-1,1.31E2,?,?,?,-6.59E-1,4.085E-2,-1.872E-1,-2.301E-1,-1.355E-1,-6.538E-2,5.272E-2,9.611E-3,-4.257E-2,0E0,1.604E-2,9.562E1,5.133E3,1.898E5,5.857E7,-1.806E3,9.537E2,6.118E0,-9.035E5,-5.809E3,3.778E1,1.718E9,5.012E4,3.215E2,-3.609E1
5.553E1,4.688E-1,8.82E-7,1.39E3,6.351E-5,3.797E-3,5.8E-1,1.45E2,?,?,?,-6.692E-1,7.829E-2,-2.849E-1,-8.713E-2,-2.25E-1,-9.063E-2,1.247E-1,-7.318E-2,-3.262E-2,0E0,1.868E-2,9.118E1,4.93E3,1.701E5,5.211E7,-1.808E3,9.583E2,6.245E0,-9.122E5,-5.957E3,3.725E1,1.742E9,5.219E4,3.401E2,-4.521E1
3.994E1,4.18E-1,8.816E-7,1.378E3,7.656E-5,3.657E-3,5.7E-1,1.32E2,?,?,?,-6.68E-1,2.655E-2,-3.112E-1,-2.779E-2,-1.328E-1,-7.788E-2,1.114E-1,-6.145E-2,-4.608E-2,0E0,1.714E-2,8.725E1,5.339E3,2.08E5,5.996E7,-1.794E3,9.628E2,6.364E0,-9.209E5,-6.099E3,3.672E1,1.767E9,5.402E4,3.571E2,-5.397E1
4.712E1,4.258E-1,8.884E-7,1.563E3,8.199E-5,3.776E-3,5.9E-1,1.41E2,?,?,?,-6.071E-1,1.453E-1,-3.203E-1,-5.856E-2,-1.974E-1,-1.951E-1,1.28E-1,-5.13E-2,-7.966E-2,0E0,2.027E-2,8.694E1,4.877E3,2.095E5,5.743E7,-1.779E3,9.674E2,6.434E0,-9.297E5,-6.196E3,3.635E1,1.793E9,5.525E4,3.675E2,-5.903E1
5.861E1,4.453E-1,9.553E-7,1.448E3,6.851E-5,3.526E-3,5.9E-1,1.46E2,?,?,?,-6.356E-1,1.945E-1,-2.123E-1,-1.618E-1,-2.646E-1,-5.119E-2,1.025E-1,-5.008E-2,-7.109E-2,0E0,1.928E-2,9.311E1,4.67E3,1.664E5,5.074E7,-1.785E3,9.719E2,6.518E0,-9.385E5,-6.306E3,3.586E1,1.818E9,5.636E4,3.78E2,-6.476E1
5.692E1,4.922E-1,7.6E-7,1.384E3,6.77E-5,3.476E-3,5.9E-1,1.65E2,?,?,?,-5.18E-1,8.117E-2,-1.958E-1,-3.807E-3,-2.15E-1,-1.004E-1,1.438E-1,-6.858E-2,-6.991E-2,0E0,1.907E-2,9.43E1,5E3,1.688E5,5.522E7,-1.779E3,9.765E2,6.58E0,-9.473E5,-6.396E3,3.547E1,1.844E9,5.785E4,3.898E2,-6.873E1
5.895E1,4.688E-1,8.274E-7,1.518E3,6.505E-5,3.628E-3,5.8E-1,1.45E2,?,?,?,-6.069E-1,1.095E-1,-1.682E-1,-1.191E-1,-2.273E-1,-5.067E-2,7.099E-2,-1.469E-1,-1.283E-1,0E0,1.932E-2,9.325E1,4.934E3,1.825E5,5.454E7,-1.758E3,9.81E2,6.597E0,-9.562E5,-6.442E3,3.539E1,1.87E9,5.855E4,3.937E2,-7.042E1
6.851E1,5.977E-1,8.711E-7,1.331E3,6.216E-5,3.437E-3,5.7E-1,1.48E2,?,?,?,-5.717E-1,7.556E-2,-1.84E-1,-1.471E-2,-2.019E-1,-6.831E-2,1.411E-1,9.845E-2,-2.461E-2,0E0,1.879E-2,9.742E1,4.904E3,1.227E5,4.895E7,-1.749E3,9.855E2,6.59E0,-9.65E5,-6.464E3,3.542E1,1.896E9,5.887E4,3.937E2,-7.054E1
5.812E1,4.688E-1,8.16E-7,1.533E3,6.466E-5,3.845E-3,5.8E-1,1.43E2,?,?,?,-6.632E-1,1.49E-1,-2.665E-1,-6.264E-2,-1.403E-1,-2.046E-2,1.144E-1,-1.701E-2,-1.046E-1,0E0,1.844E-2,9.104E1,4.562E3,1.614E5,4.713E7,-1.752E3,9.9E2,6.581E0,-9.739E5,-6.486E3,3.541E1,1.922E9,5.915E4,3.932E2,-7.013E1
4.747E1,4.297E-1,1.094E-6,1.64E3,7.495E-5,3.856E-3,5.7E-1,1.19E2,?,?,?,-6.932E-1,1.117E-1,-2.618E-1,-1.074E-1,-1.551E-1,-1.182E-1,1.196E-1,-4.157E-2,-8.991E-2,0E0,1.783E-2,9.298E1,5.249E3,2.031E5,6.142E7,-1.75E3,9.945E2,6.553E0,-9.828E5,-6.488E3,3.557E1,1.949E9,5.928E4,3.906E2,-6.844E1
5.526E1,4.648E-1,7.047E-7,1.495E3,6.389E-5,3.592E-3,5.8E-1,1.43E2,?,?,?,-5.803E-1,2.824E-3,-1.618E-1,-1.428E-1,-1.071E-1,-1.134E-1,7.395E-2,-8.725E-2,-9.807E-2,0E0,1.821E-2,9.431E1,5.303E3,1.909E5,6.031E7,-1.748E3,9.99E2,6.524E0,-9.917E5,-6.488E3,3.576E1,1.975E9,5.93E4,3.873E2,-6.681E1
6.792E1,5.859E-1,6.784E-7,1.614E3,5.006E-5,3.357E-3,5.8E-1,1.67E2,?,?,?,-6.107E-1,3.098E-2,-1.516E-1,-8.125E-2,-1.705E-1,-1.011E-1,1.746E-2,5.893E-3,-8.141E-2,0E0,1.659E-2,9.896E1,5.198E3,1.576E5,5.662E7,-1.758E3,1.003E3,6.521E0,-1.001E6,-6.513E3,3.583E1,2.002E9,5.976E4,3.883E2,-6.675E1
7.925E1,6.25E-1,8.315E-7,1.437E3,5.518E-5,3.735E-3,5.8E-1,1.32E2,?,?,?,-5.781E-1,3.661E-2,-1.84E-1,2.178E-3,-1.406E-1,-1.108E-1,5.185E-2,4.54E-2,-1.434E-1,0E0,1.996E-2,1.043E2,5.197E3,1.254E5,5.265E7,-1.749E3,1.008E3,6.475E0,-1.01E6,-6.497E3,3.609E1,2.029E9,5.984E4,3.844E2,-6.367E1
6.6E1,5.352E-1,8.065E-7,1.834E3,5.765E-5,3.772E-3,5.8E-1,1.46E2,?,?,?,-6.262E-1,1.375E-1,-1.936E-1,-8.427E-2,-2.031E-1,-3.765E-2,1.109E-1,-1.024E-1,-1.514E-1,0E0,1.774E-2,9.748E1,5.033E3,1.719E5,5.535E7,-1.75E3,1.013E3,6.408E0,-1.019E6,-6.459E3,3.648E1,2.057E9,5.993E4,3.793E2,-5.915E1
5.842E1,4.688E-1,1.047E-6,1.519E3,7.218E-5,3.904E-3,5.8E-1,1.56E2,?,?,?,-6.079E-1,1.446E-1,-2.407E-1,-1.079E-1,-2.114E-1,-1.437E-1,1.623E-1,-6.539E-4,-1.089E-1,0E0,2.019E-2,9.281E1,4.979E3,1.734E5,5.562E7,-1.738E3,1.017E3,6.323E0,-1.028E6,-6.402E3,3.702E1,2.084E9,5.93E4,3.687E2,-5.328E1
6.993E1,4.922E-1,9.292E-7,1.604E3,6.311E-5,3.404E-3,5.8E-1,1.39E2,?,?,?,-5.349E-1,1.844E-1,-2.108E-1,-6.487E-2,-2.336E-1,-1.053E-1,1.483E-1,-2.339E-2,-1.014E-1,0E0,1.879E-2,9.548E1,4.511E3,1.243E5,4.567E7,-1.739E3,1.022E3,6.259E0,-1.037E6,-6.365E3,3.75E1,2.112E9,5.918E4,3.626E2,-4.876E1
6.204E1,5.664E-1,1.298E-6,1.397E3,7.25E-5,4.132E-3,5.7E-1,1.41E2,?,?,?,-6.051E-1,3.449E-3,-1.624E-1,-1.05E-1,-1.265E-1,-7.399E-2,9.564E-2,5.536E-2,-7.65E-2,0E0,2.32E-2,9.807E1,5.619E3,1.737E5,6.129E7,-1.744E3,1.026E3,6.226E0,-1.046E6,-6.36E3,3.78E1,2.141E9,5.891E4,3.574E2,-4.657E1
4.921E1,3.945E-1,9.519E-7,1.634E3,7.189E-5,3.471E-3,5.6E-1,1.52E2,?,?,?,-6.235E-1,1.095E-1,-2.004E-1,-8.569E-2,-2.107E-1,4.923E-2,1.383E-1,1.113E-3,-1.093E-2,0E0,1.782E-2,8.719E1,4.653E3,1.902E5,5.051E7,-1.747E3,1.031E3,6.195E0,-1.056E6,-6.356E3,3.812E1,2.169E9,5.86E4,3.522E2,-4.409E1
3.933E1,3.984E-1,9.956E-7,1.468E3,8.567E-5,3.588E-3,5.6E-1,1.36E2,?,?,?,-6.705E-1,-4.901E-2,-1.844E-1,-9.282E-2,-1.4E-1,-1.293E-1,5.665E-2,-4.289E-2,-4.68E-2,0E0,1.845E-2,9.064E1,5.458E3,1.938E5,6.234E7,-1.746E3,1.035E3,6.151E0,-1.065E6,-6.339E3,3.842E1,2.198E9,5.822E4,3.46E2,-4.065E1
6.766E1,5.078E-1,1.669E-6,1.37E3,5.594E-5,3.265E-3,5.6E-1,1.72E2,?,?,?,-4.788E-1,1.628E-1,-4.473E-2,-4.47E-2,-1.82E-1,-1.777E-2,8.75E-2,8.599E-2,5.439E-2,0E0,1.788E-2,9.533E1,5.011E3,1.925E5,5.592E7,-1.736E3,1.04E3,6.094E0,-1.074E6,-6.307E3,3.88E1,2.227E9,5.802E4,3.401E2,-3.607E1
5.913E1,4.57E-1,9.505E-7,1.527E3,6.557E-5,3.412E-3,5.5E-1,1.63E2,?,?,?,-5.877E-1,6.347E-2,-2.041E-1,-7.527E-2,-2.056E-1,-7.68E-2,3.873E-2,1.235E-4,-5.003E-2,0E0,1.933E-2,9.243E1,4.839E3,1.707E5,5.242E7,-1.732E3,1.044E3,6.03E0,-1.084E6,-6.269E3,3.923E1,2.256E9,5.765E4,3.33E2,-3.08E1
6.317E1,5E-1,5.967E-7,1.359E3,5.785E-5,3.516E-3,5.5E-1,1.36E2,?,?,?,-6.237E-1,9.017E-2,-2.091E-1,-8.996E-2,-1.957E-1,-9.122E-2,1.019E-1,-5.148E-2,-1.235E-1,0E0,1.808E-2,9.553E1,4.945E3,1.527E5,5.309E7,-1.73E3,1.049E3,5.972E0,-1.093E6,-6.235E3,3.967E1,2.285E9,5.714E4,3.254E2,-2.591E1
6.606E1,4.727E-1,7.559E-7,1.4E3,5.757E-5,3.14E-3,5.5E-1,1.52E2,?,?,?,-5.647E-1,1.838E-1,-1.5E-1,-1.406E-1,-1.976E-1,-3.855E-2,7.264E-2,-4.101E-2,-9.226E-3,0E0,1.747E-2,9.68E1,4.932E3,1.497E5,5.352E7,-1.741E3,1.053E3,5.945E0,-1.102E6,-6.234E3,3.997E1,2.314E9,5.699E4,3.218E2,-2.373E1
7.963E1,6.25E-1,8.689E-7,1.441E3,5.183E-5,3.22E-3,5.5E-1,1.9E2,?,?,?,-4.481E-1,1.011E-1,-1.351E-1,-1.253E-2,-8.663E-2,-1.916E-1,2.638E-1,1.719E-2,-3.96E-2,0E0,1.876E-2,1.003E2,4.687E3,1.535E5,4.807E7,-1.761E3,1.057E3,5.978E0,-1.112E6,-6.295E3,3.996E1,2.344E9,5.734E4,3.242E2,-2.633E1
6.67E1,5.508E-1,8.775E-7,1.615E3,4.671E-5,3.28E-3,5.5E-1,1.47E2,?,?,?,-5.961E-1,1E-1,-2.666E-1,-6.056E-2,-1.804E-1,-4.117E-2,9.924E-2,-1.222E-1,-3.359E-2,0E0,1.556E-2,9.583E1,5.108E3,1.686E5,5.531E7,-1.767E3,1.062E3,6E0,-1.121E6,-6.345E3,3.987E1,2.374E9,5.755E4,3.252E2,-2.791E1
7.382E1,5.234E-1,6.163E-7,1.485E3,4.755E-5,3.21E-3,5.5E-1,1.44E2,?,?,?,-5.628E-1,1.333E-1,-9.2E-2,-5.521E-2,-9.458E-2,-4.909E-2,8.02E-2,-4.544E-2,-1.578E-1,0E0,1.647E-2,9.825E1,4.759E3,1.572E5,5.162E7,-1.77E3,1.066E3,6.02E0,-1.131E6,-6.393E3,3.976E1,2.404E9,5.807E4,3.278E2,-2.952E1
5.993E1,5.078E-1,6.588E-7,1.552E3,5.426E-5,3.405E-3,5.5E-1,1.37E2,?,?,?,-6.387E-1,8.136E-2,-2.58E-1,-2.734E-2,-1.858E-1,-8.198E-2,9.414E-2,-1.277E-1,-3.646E-2,0E0,1.697E-2,9.235E1,4.915E3,1.726E5,5.364E7,-1.767E3,1.071E3,6.012E0,-1.14E6,-6.412E3,3.97E1,2.435E9,5.796E4,3.254E2,-2.854E1
6.06E1,4.57E-1,7.636E-7,1.454E3,6.473E-5,3.497E-3,5.4E-1,1.63E2,?,?,?,-6.09E-1,9.971E-2,-1.76E-1,-1.221E-1,-1.083E-1,-1.338E-1,1.11E-1,-8.245E-2,-6.771E-2,0E0,1.913E-2,9.165E1,4.799E3,1.901E5,5.514E7,-1.756E3,1.075E3,5.995E0,-1.15E6,-6.42E3,3.975E1,2.465E9,5.783E4,3.224E2,-2.734E1
5.624E1,5E-1,8.29E-7,1.67E3,6.484E-5,3.53E-3,5.4E-1,1.23E2,?,?,?,-6.385E-1,4.636E-2,-2.082E-1,-6.7E-2,-1.878E-1,-8.994E-2,1.426E-1,-1.021E-1,4.891E-3,0E0,1.716E-2,9.28E1,5.201E3,1.847E5,5.729E7,-1.749E3,1.08E3,5.966E0,-1.159E6,-6.416E3,3.995E1,2.497E9,5.792E4,3.2E2,-2.534E1
7.295E1,5.664E-1,9.178E-7,1.475E3,5.443E-5,2.594E-3,5.4E-1,1.09E2,?,?,?,-4.083E-1,1.183E-1,-1.382E-1,-7.417E-2,-1.09E-1,-1.291E-1,2.092E-2,-3.103E-2,-1.297E-2,0E0,1.742E-2,9.784E1,4.798E3,1.38E5,5.184E7,-1.756E3,1.084E3,5.978E0,-1.169E6,-6.456E3,4.02E1,2.528E9,5.853E4,3.226E2,-2.742E1
